84042 silly lifecycle spmrc@1.2.0~preinstall: no script for preinstall, continuing
84370 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/clean-css/node_modules/source-map
84371 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/clean-css
84372 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/cli-width
84373 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/cli/node_modules/inherits
84374 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/cliui/node_modules/wordwrap
84375 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/clone
84376 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/clone-stats
84377 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/co
84378 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/coffee-script
84379 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/color-convert
84380 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/color-name
84381 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/color-string
84382 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/color
84383 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/colorful
84384 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/colors
84385 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/combo-url
84386 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/commander
84387 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/concat-map
84388 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/brace-expansion
84389 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-loader/node_modules/minimatch
84390 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/concat-stream/node_modules/inherits
84391 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/constants-browserify
84392 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/content-disposition
84393 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/content-type
84394 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/convert-source-map
84395 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/core-js
84396 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/core-util-is
84397 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/crequire
84398 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/crypt
84399 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/css-color-names
84400 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/colormin
84401 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/css-loader/node_modules/source-map
84402 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/css/node_modules/inherits
84403 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/css/node_modules/source-map
84404 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/cssesc
84405 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/cssnano/node_modules/object-assign
84406 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/cssnano/node_modules/source-map
84407 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/ctype
84408 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/date-now
84409 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/console-browserify
84410 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/deep-equal
84411 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/deep-is
84412 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/defaults
84413 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/defined
84414 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/defs/node_modules/camelcase
84415 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/defs/node_modules/window-size
84416 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/delayed-stream
84417 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/combined-stream
84418 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/delegates
84419 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/depd
84420 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/destroy
84421 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/detective
84422 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/diff
84423 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/domain-browser
84424 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/duplexer
84425 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/duplexer2/node_modules/inherits
84426 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/ee-first
84427 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/empty-dir
84428 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/error-inject
84429 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/es6-promise
84430 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/escape-html
84431 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/escape-string-regexp
84432 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/decamelize
84433 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/escodegen/node_modules/esprima
84434 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/escodegen/node_modules/esutils
84435 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/escodegen/node_modules/source-map
84436 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/esprima-fb
84437 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/esquery/node_modules/estraverse
84438 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/esquery
84439 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/estraverse
84440 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/esutils
84441 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/events
84442 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/exists-case/node_modules/ms
84443 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/exists-case/node_modules/debug
84444 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/exists-case
84445 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/exit
84446 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/expand-brackets
84447 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/express/node_modules/mime
84448 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/express/node_modules/mkdirp
84449 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/express/node_modules/qs
84450 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/extend
84451 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/fast-levenshtein
84452 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/fastparse
84453 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/css-selector-tokenizer
84454 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/father/node_modules/inherits
84455 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/father/node_modules/minimatch
84456 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/father/node_modules/ms
84457 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/father/node_modules/debug
84458 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/father/node_modules/semver
84459 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/figures
84460 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/filename-regex
84461 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/fileset/node_modules/minimatch
84462 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/find-index
84463 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/first-chunk-stream
84464 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/flatten
84465 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/for-in
84466 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/for-own
84467 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/forever-agent
84468 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/form-data/node_modules/async
84469 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/formidable
84470 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/fresh
84471 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/from
84472 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/fs-readdir-recursive
84473 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/fstream-ignore/node_modules/inherits
84474 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/fstream/node_modules/inherits
84475 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/get-stdin
84476 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/glob-stream/node_modules/inherits
84477 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/glob-stream/node_modules/minimatch
84478 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/glob/node_modules/inherits
84479 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/glob2base
84480 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/globals
84481 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/globule/node_modules/graceful-fs
84482 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/globule/node_modules/lodash
84483 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/graceful-fs
84484 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/graceful-readlink
84485 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/babel-core/node_modules/commander
84486 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/growl
84487 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-gunzip/node_modules/clone
84488 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-gunzip/node_modules/vinyl
84489 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-template/node_modules/lodash
84490 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/ansi-regex
84491 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/ansi-styles
84492 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/graceful-fs
84493 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/has-ansi
84494 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/inherits
84495 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/lodash._reinterpolate
84496 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/minimist
84497 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/strip-ansi
84498 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/supports-color
84499 silly finalize /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/spm/node_modules/gulp-untar2/node_modules/chalk
